code,name,category,manufacturer,description,price,sellingPrice,quantity,expiryDate,status
0078-9659,"Entresto Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,141.92,184.5,61,2028-01-27,IN_STOCK
0078-9777,"Entresto Tablet, Film Coated",Angiotensin 2 Receptor Antagonists [MoA],Novartis Pharmaceuticals Corporation,Sacubitril and Valsartan,133.97,174.16,281,2027-01-31,IN_STOCK
0085-1328,Noxafil Suspension,Azole Antifungal [EPC],Merck Sharp & Dohme Llc,posaconazole,130.79,170.03,220,2028-03-26,IN_STOCK
0085-1366,Temodar Capsule,Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,48.26,62.74,52,2027-03-04,IN_STOCK
0085-1381,"Temodar Injection, Powder, Lyophilized, For Solution",Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,24.92,32.4,127,2027-09-16,IN_STOCK
0085-1417,Temodar Capsule,Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,64.33,83.63,316,2028-01-12,IN_STOCK
0085-1425,Temodar Capsule,Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,25.77,33.5,391,2027-04-03,IN_STOCK
0085-1430,Temodar Capsule,Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,117.95,153.34,274,2027-09-06,IN_STOCK
0085-1519,Temodar Capsule,Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,96.5,125.45,115,2027-08-17,IN_STOCK
0085-2224,"Noxafil Powder, For Suspension",Azole Antifungal [EPC],Merck Sharp & Dohme Llc,posaconazole,97.0,126.1,27,2028-01-06,IN_STOCK
0085-3004,Temodar Capsule,Alkylating Activity [MoA],Merck Sharp & Dohme Llc,Temozolomide,44.66,58.06,111,2028-05-13,IN_STOCK
0085-4324,"Noxafil Tablet, Coated",Azole Antifungal [EPC],Merck Sharp & Dohme Llc,posaconazole,115.85,150.6,275,2028-12-13,IN_STOCK
0085-4331,Noxafil Solution,Azole Antifungal [EPC],Merck Sharp & Dohme Llc,posaconazole,115.72,150.44,70,2027-02-10,IN_STOCK
0088-2102,"Priftin Tablet, Film Coated",Rifamycin Antimycobacterial [EPC],Sanofi-Aventis U.S. Llc,rifapentine,94.1,122.33,349,2027-12-14,IN_STOCK
0088-2160,"Arava Tablet, Film Coated",Antirheumatic Agent [EPC],Sanofi-Aventis U.S. Llc,leflunomide,63.49,82.54,269,2027-10-28,IN_STOCK
0088-2161,"Arava Tablet, Film Coated",Antirheumatic Agent [EPC],Sanofi-Aventis U.S. Llc,leflunomide,5.68,7.38,298,2027-04-23,IN_STOCK
0088-2162,"Arava Tablet, Film Coated",Antirheumatic Agent [EPC],Sanofi-Aventis U.S. Llc,leflunomide,110.95,144.24,32,2027-08-26,IN_STOCK
0088-2219,"Lantus Solostar Injection, Solution",Insulin Analog [EPC],Sanofi-Aventis U.S. Llc,insulin glargine,114.74,149.16,296,2027-04-14,IN_STOCK
0088-2220,"Lantus Injection, Solution",Insulin Analog [EPC],Sanofi-Aventis U.S. Llc,insulin glargine,7.6,9.88,27,2028-07-03,IN_STOCK
0088-2500,"Apidra Injection, Solution",Insulin Analog [EPC],Sanofi-Aventis U.S. Llc,insulin glulisine,111.37,144.78,140,2028-09-10,IN_STOCK
0088-2502,"Apidra Solostar Injection, Solution",Insulin Analog [EPC],Sanofi-Aventis U.S. Llc,insulin glulisine,132.16,171.81,184,2027-02-10,IN_STOCK
0093-0010,"Tolterodine Tartrate Tablet, Film Coated",Cholinergic Muscarinic Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Tolterodine Tartrate,19.89,25.86,282,2028-05-25,IN_STOCK
0093-0017,"Moexipril Hydrochloride Tablet, Film Coated",Angiotensin Converting Enzyme Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Moexipril Hydrochloride,49.39,64.21,58,2026-11-16,IN_STOCK
0093-0018,"Tolterodine Tartrate Tablet, Film Coated",Cholinergic Muscarinic Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Tolterodine Tartrate,48.24,62.71,173,2028-01-10,IN_STOCK
0093-0051,"Carvedilol Tablet, Film Coated",Adrenergic alpha-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Carvedilol,110.54,143.7,330,2028-03-20,IN_STOCK
0093-0053,Buspirone Hydrochloride Tablet,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Buspirone Hydrochloride,53.99,70.19,376,2027-02-15,IN_STOCK
0093-0054,Buspirone Hydrochloride Tablet,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Buspirone Hydrochloride,54.7,71.11,275,2027-10-03,IN_STOCK
0093-0135,"Carvedilol Tablet, Film Coated",Adrenergic alpha-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Carvedilol,113.77,147.9,109,2027-11-18,IN_STOCK
0093-0262,Fluocinonide Cream,Corticosteroid Hormone Receptor Agonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Fluocinonide,7.77,10.1,139,2028-10-14,IN_STOCK
0093-0263,Fluocinonide Cream,Corticosteroid Hormone Receptor Agonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Fluocinonide,147.81,192.15,133,2028-10-21,IN_STOCK
0093-0264,Fluocinonide Ointment,Corticosteroid Hormone Receptor Agonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Fluocinonide,8.18,10.63,283,2027-03-23,IN_STOCK
0093-0311,Loperamide Hydrochloride Capsule,Opioid Agonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Loperamide Hydrochloride,22.86,29.72,389,2028-07-28,IN_STOCK
0093-0314,"Ketorolac Tromethamine Tablet, Film Coated",Anti-Inflammatory Agents,"Teva Pharmaceuticals Usa, Inc.",Ketorolac Tromethamine,119.86,155.82,217,2028-07-17,IN_STOCK
0093-0318,"Diltiazem Hydrochloride Tablet, Film Coated",Calcium Channel Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Diltiazem Hydrochloride,42.09,54.72,298,2028-06-30,IN_STOCK
0093-0319,"Diltiazem Hydrochloride Tablet, Film Coated",Calcium Channel Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Diltiazem Hydrochloride,12.05,15.67,49,2028-08-08,IN_STOCK
0093-0320,"Diltiazem Hydrochloride Tablet, Film Coated",Calcium Channel Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Diltiazem Hydrochloride,20.68,26.88,35,2026-11-19,IN_STOCK
0093-0321,"Diltiazem Hydrochloride Tablet, Film Coated",Calcium Channel Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Diltiazem Hydrochloride,105.01,136.51,238,2027-12-29,IN_STOCK
0093-0576,Lovastatin Tablet,HMG-CoA Reductase Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Lovastatin,60.14,78.18,305,2027-06-16,IN_STOCK
0093-0752,Atenolol Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Atenolol,73.79,95.93,103,2027-04-29,IN_STOCK
0093-0753,Atenolol Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Atenolol,105.8,137.54,347,2026-10-10,IN_STOCK
0093-0756,Piroxicam Capsule,Anti-Inflammatory Agents,"Teva Pharmaceuticals Usa, Inc.",Piroxicam,48.66,63.26,363,2027-01-12,IN_STOCK
0093-0757,Piroxicam Capsule,Anti-Inflammatory Agents,"Teva Pharmaceuticals Usa, Inc.",Piroxicam,101.06,131.38,163,2028-06-29,IN_STOCK
0093-0771,Pravastatin Sodium Tablet,HMG-CoA Reductase Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Pravastatin Sodium,92.82,120.67,95,2027-12-03,IN_STOCK
0093-0787,Atenolol Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Atenolol,125.44,163.07,78,2028-03-07,IN_STOCK
0093-0810,Nortriptyline Hydrochloride Capsule,Tricyclic Antidepressant [EPC],"Teva Pharmaceuticals Usa, Inc.",Nortriptyline Hydrochloride,109.22,141.99,85,2027-07-17,IN_STOCK
0093-0811,Nortriptyline Hydrochloride Capsule,Tricyclic Antidepressant [EPC],"Teva Pharmaceuticals Usa, Inc.",Nortriptyline Hydrochloride,21.53,27.99,79,2028-02-22,IN_STOCK
0093-0812,Nortriptyline Hydrochloride Capsule,Tricyclic Antidepressant [EPC],"Teva Pharmaceuticals Usa, Inc.",Nortriptyline Hydrochloride,33.8,43.94,127,2028-12-05,IN_STOCK
0093-0813,Nortriptyline Hydrochloride Capsule,Tricyclic Antidepressant [EPC],"Teva Pharmaceuticals Usa, Inc.",Nortriptyline Hydrochloride,43.13,56.07,292,2027-04-25,IN_STOCK
0093-0832,Clonazepam Tablet,Benzodiazepine [EPC],"Teva Pharmaceuticals Usa, Inc.",Clonazepam,56.9,73.97,234,2027-07-30,IN_STOCK
0093-0926,Lovastatin Tablet,HMG-CoA Reductase Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Lovastatin,28.25,36.73,305,2028-02-21,IN_STOCK
0093-0928,Lovastatin Tablet,HMG-CoA Reductase Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Lovastatin,137.0,178.1,377,2028-02-05,IN_STOCK
0093-0948,"Diclofenac Potassium Tablet, Film Coated",Anti-Inflammatory Agents,"Teva Pharmaceuticals Usa, Inc.",Diclofenac Potassium,52.94,68.82,26,2026-10-14,IN_STOCK
0093-0983,"Nystatin Tablet, Film Coated",Polyene Antifungal [EPC],"Teva Pharmaceuticals Usa, Inc.",Nystatin,102.39,133.11,81,2028-05-10,IN_STOCK
0093-1003,Buspirone Hydrochloride Tablet,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Buspirone Hydrochloride,102.01,132.61,101,2027-01-01,IN_STOCK
0093-1010,Mupirocin Ointment,RNA Synthetase Inhibitor Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Mupirocin,118.03,153.44,63,2028-10-10,IN_STOCK
0093-1024,Nefazodone Hydrochloride Tablet,Serotonin Reuptake Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Nefazodone Hydrochloride,109.92,142.9,156,2028-07-21,IN_STOCK
0093-1025,Nefazodone Hydrochloride Tablet,Serotonin Reuptake Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Nefazodone Hydrochloride,38.52,50.08,176,2027-06-28,IN_STOCK
0093-1026,Nefazodone Hydrochloride Tablet,Serotonin Reuptake Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Nefazodone Hydrochloride,72.32,94.02,76,2027-03-28,IN_STOCK
0093-1060,Sotalol Hydrochloride Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Sotalol Hydrochloride,131.75,171.28,173,2027-10-04,IN_STOCK
0093-1061,Sotalol Hydrochloride Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Sotalol Hydrochloride,121.23,157.6,185,2027-12-11,IN_STOCK
0093-1062,Sotalol Hydrochloride Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Sotalol Hydrochloride,112.09,145.72,73,2028-11-15,IN_STOCK
0093-1063,Sotalol Hydrochloride Tablet,Adrenergic beta-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Sotalol Hydrochloride,134.09,174.32,29,2027-02-19,IN_STOCK
0093-1077,"Cefprozil Tablet, Film Coated",General Medicine,"Teva Pharmaceuticals Usa, Inc.",Cefprozil,101.19,131.55,112,2027-09-02,IN_STOCK
0093-1078,"Cefprozil Tablet, Film Coated",General Medicine,"Teva Pharmaceuticals Usa, Inc.",Cefprozil,56.84,73.89,249,2028-06-28,IN_STOCK
0093-1087,"Cefaclor Tablet, Film Coated, Extended Release",Cephalosporin Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Cefaclor,43.9,57.07,400,2027-01-04,IN_STOCK
0093-1106,"Teriparatide Injection, Solution",Parathyroid Hormone Analog [EPC],"Teva Pharmaceuticals Usa, Inc.",Teriparatide,59.03,76.74,200,2027-04-06,IN_STOCK
0093-1118,"Etodolac Tablet, Film Coated, Extended Release",Anti-Inflammatory Agents,"Teva Pharmaceuticals Usa, Inc.",Etodolac,21.51,27.96,229,2028-01-11,IN_STOCK
0093-1122,"Etodolac Tablet, Film Coated, Extended Release",Anti-Inflammatory Agents,"Teva Pharmaceuticals Usa, Inc.",Etodolac,44.42,57.75,222,2028-09-06,IN_STOCK
0093-1135,Acitretin Capsule,Retinoid [EPC],"Teva Pharmaceuticals Usa, Inc.",Acitretin,128.35,166.85,240,2028-07-26,IN_STOCK
0093-1136,Acitretin Capsule,Retinoid [EPC],"Teva Pharmaceuticals Usa, Inc.",Acitretin,133.49,173.54,110,2027-01-24,IN_STOCK
0093-1138,Acitretin Capsule,Retinoid [EPC],"Teva Pharmaceuticals Usa, Inc.",Acitretin,24.21,31.47,396,2026-11-30,IN_STOCK
0093-1172,Penicillin V Potassium Tablet,Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Penicillin V Potassium,147.33,191.53,106,2027-01-15,IN_STOCK
0093-1174,Penicillin V Potassium Tablet,Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Penicillin V Potassium,65.32,84.92,327,2028-02-07,IN_STOCK
0093-1177,Neomycin Sulfate Tablet,Aminoglycoside Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Neomycin Sulfate,121.33,157.73,372,2027-12-23,IN_STOCK
0093-1712,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,31.28,40.66,219,2028-12-06,IN_STOCK
0093-1713,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,57.0,74.1,39,2028-08-31,IN_STOCK
0093-1714,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,132.59,172.37,397,2027-02-11,IN_STOCK
0093-1715,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,75.05,97.56,274,2027-01-24,IN_STOCK
0093-1716,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,133.7,173.81,250,2026-11-17,IN_STOCK
0093-1718,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,14.18,18.43,360,2027-08-18,IN_STOCK
0093-1720,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,6.79,8.83,372,2028-03-21,IN_STOCK
0093-1721,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,116.29,151.18,320,2028-10-11,IN_STOCK
0093-1723,Warfarin Sodium Tablet,Vitamin K Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Warfarin Sodium,86.93,113.01,367,2027-09-12,IN_STOCK
0093-1920,"Cyclobenzaprine Hydrochloride Capsule, Extended Release",Centrally-mediated Muscle Relaxation [PE],"Teva Pharmaceuticals Usa, Inc.",Cyclobenzaprine Hydrochloride,80.27,104.35,377,2028-09-17,IN_STOCK
0093-1921,"Cyclobenzaprine Hydrochloride Capsule, Extended Release",Centrally-mediated Muscle Relaxation [PE],"Teva Pharmaceuticals Usa, Inc.",Cyclobenzaprine Hydrochloride,94.64,123.03,246,2028-08-08,IN_STOCK
0093-2026,"Azithromycin Powder, For Suspension",Macrolide Antimicrobial [EPC],"Teva Pharmaceuticals Usa, Inc.",Azithromycin,110.36,143.47,271,2027-09-20,IN_STOCK
0093-2027,"Azithromycin Powder, For Suspension",Macrolide Antimicrobial [EPC],"Teva Pharmaceuticals Usa, Inc.",Azithromycin,101.24,131.61,353,2027-10-30,IN_STOCK
0093-2063,"Quetiapine Tablet, Film Coated",Atypical Antipsychotic [EPC],"Teva Pharmaceuticals Usa, Inc.",Quetiapine,26.55,34.52,310,2028-06-19,IN_STOCK
0093-2064,Cilostazol Tablet,Phosphodiesterase 3 Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Cilostazol,12.91,16.78,354,2027-03-10,IN_STOCK
0093-2065,Cilostazol Tablet,Phosphodiesterase 3 Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Cilostazol,78.31,101.8,265,2028-02-20,IN_STOCK
0093-2067,Doxazosin Tablet,Adrenergic alpha-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Doxazosin Mesylate,131.07,170.39,63,2028-11-08,IN_STOCK
0093-2068,Doxazosin Tablet,Adrenergic alpha-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Doxazosin Mesylate,76.29,99.18,148,2027-09-04,IN_STOCK
0093-2069,Doxazosin Tablet,Adrenergic alpha-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Doxazosin Mesylate,145.67,189.37,50,2028-03-03,IN_STOCK
0093-2070,Doxazosin Tablet,Adrenergic alpha-Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Doxazosin Mesylate,37.29,48.48,354,2027-10-23,IN_STOCK
0093-2140,Tri-Lo-Sprintec Kit,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Norgestimate and Ethinyl Estradiol,63.48,82.52,145,2026-12-20,IN_STOCK
0093-2178,Liothyronine Sodium Tablet,Triiodothyronine [CS],"Teva Pharmaceuticals Usa, Inc.",Liothyronine Sodium,71.57,93.04,318,2028-01-02,IN_STOCK
0093-2179,Liothyronine Sodium Tablet,Triiodothyronine [CS],"Teva Pharmaceuticals Usa, Inc.",Liothyronine Sodium,17.76,23.09,280,2028-01-01,IN_STOCK
0093-2180,Liothyronine Sodium Tablet,Triiodothyronine [CS],"Teva Pharmaceuticals Usa, Inc.",Liothyronine Sodium,50.83,66.08,279,2028-11-02,IN_STOCK
0093-2203,Metoclopramide Tablet,Dopamine D2 Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Metoclopramide,99.74,129.66,77,2027-11-18,IN_STOCK
0093-2204,Metoclopramide Tablet,Dopamine D2 Antagonists [MoA],"Teva Pharmaceuticals Usa, Inc.",Metoclopramide,64.79,84.23,310,2028-04-15,IN_STOCK
0093-2210,Sucralfate Tablet,Aluminum Complex [EPC],"Teva Pharmaceuticals Usa, Inc.",Sucralfate,5.02,6.53,71,2028-12-19,IN_STOCK
0093-2238,Cephalexin Tablet,Cephalosporin Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Cephalexin,92.61,120.39,341,2028-07-14,IN_STOCK
0093-2240,Cephalexin Tablet,Cephalosporin Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Cephalexin,49.17,63.92,285,2028-04-28,IN_STOCK
0093-2263,"Amoxicillin Tablet, Film Coated",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin,34.99,45.49,368,2028-01-11,IN_STOCK
0093-2264,"Amoxicillin Tablet, Film Coated",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin,142.8,185.64,211,2026-11-25,IN_STOCK
0093-2267,"Amoxicillin Tablet, Chewable",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin,123.41,160.43,257,2027-09-05,IN_STOCK
0093-2268,"Amoxicillin Tablet, Chewable",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin,86.22,112.09,342,2028-06-06,IN_STOCK
0093-2274,"Amoxicillin And Clavulanate Potassium Tablet, Film Coated",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin and Clavulanate Potassium,73.6,95.68,361,2027-10-08,IN_STOCK
0093-2275,"Amoxicillin And Clavulanate Potassium Tablet, Film Coated",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin and Clavulanate Potassium,108.81,141.45,83,2027-01-08,IN_STOCK
0093-2277,"Amoxicillin And Clavulanate Potassium Powder, For Suspension",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin and Clavulanate Potassium,115.1,149.63,138,2026-10-03,IN_STOCK
0093-2279,"Amoxicillin And Clavulanate Potassium Powder, For Suspension",Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin and Clavulanate Potassium,54.5,70.85,349,2028-12-28,IN_STOCK
0093-2401,"Hydroxychloroquine Sulfate Tablet, Film Coated",Antimalarial [EPC],"Teva Pharmaceuticals Usa, Inc.",Hydroxychloroquine Sulfate,47.34,61.54,292,2027-10-18,IN_STOCK
0093-3002,Quinine Sulfate Capsule,Antimalarial [EPC],"Teva Pharmaceuticals Usa, Inc.",Quinine Sulfate,106.8,138.84,48,2027-03-18,IN_STOCK
0093-3008,"Lansoprazole Tablet, Orally Disintegrating, Delayed Release",Inhibition Gastric Acid Secretion [PE],"Teva Pharmaceuticals Usa, Inc.",Lansoprazole,76.4,99.32,392,2028-10-30,IN_STOCK
0093-3009,"Lansoprazole Tablet, Orally Disintegrating, Delayed Release",Inhibition Gastric Acid Secretion [PE],"Teva Pharmaceuticals Usa, Inc.",Lansoprazole,109.63,142.52,79,2027-06-18,IN_STOCK
0093-3060,Rasagiline Tablet,Monoamine Oxidase Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Rasagiline,93.57,121.64,121,2027-02-01,IN_STOCK
0093-3061,Rasagiline Tablet,Monoamine Oxidase Inhibitor [EPC],"Teva Pharmaceuticals Usa, Inc.",Rasagiline,139.88,181.84,226,2027-05-09,IN_STOCK
0093-3066,"Icatibant Injection, Solution",Bradykinin B2 Receptor Antagonist [EPC],"Teva Pharmaceuticals Usa, Inc.",Icatibant,71.27,92.65,122,2028-10-03,IN_STOCK
0093-3090,Armodafinil Tablet,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Armodafinil,54.0,70.2,237,2026-11-17,IN_STOCK
0093-3092,Armodafinil Tablet,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Armodafinil,139.36,181.17,369,2028-05-25,IN_STOCK
0093-3094,Armodafinil Tablet,General Medicine,"Teva Pharmaceuticals Usa, Inc.",Armodafinil,22.87,29.73,255,2028-01-12,IN_STOCK
0093-3098,"Risedronate Sodium Tablet, Film Coated",Bisphosphonate [EPC],"Teva Pharmaceuticals Usa, Inc.",Risedronate Sodium,100.48,130.62,283,2027-02-15,IN_STOCK
0093-3099,"Risedronate Sodium Tablet, Film Coated",Bisphosphonate [EPC],"Teva Pharmaceuticals Usa, Inc.",Risedronate Sodium,144.76,188.19,27,2028-03-27,IN_STOCK
0093-3100,"Risedronate Sodium Tablet, Film Coated",Bisphosphonate [EPC],"Teva Pharmaceuticals Usa, Inc.",Risedronate Sodium,111.75,145.28,308,2027-12-18,IN_STOCK
0093-3107,Amoxicillin Capsule,Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin,126.63,164.62,272,2028-03-04,IN_STOCK
0093-3109,Amoxicillin Capsule,Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Amoxicillin,118.26,153.74,115,2028-09-08,IN_STOCK
0093-3122,Jinteli Tablet,Estrogen Receptor Agonists [MoA],"Teva Pharmaceuticals Usa, Inc.",norethindrone acetate and ethinyl estradiol,88.89,115.56,399,2027-02-09,IN_STOCK
0093-3123,Dicloxacillin Sodium Capsule,Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Dicloxacillin Sodium,20.02,26.03,361,2028-06-06,IN_STOCK
0093-3125,Dicloxacillin Sodium Capsule,Penicillin-class Antibacterial [EPC],"Teva Pharmaceuticals Usa, Inc.",Dicloxacillin Sodium,92.89,120.76,189,2028-02-29,IN_STOCK
0093-3127,Disopyramide Phosphate Capsule,Antiarrhythmic [EPC],"Teva Pharmaceuticals Usa, Inc.",Disopyramide Phosphate,132.8,172.64,239,2028-06-15,IN_STOCK
